YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
1992,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,No,No,No,No,No,Yes,Public,No,No,No,Yes,No,No,Yes,Science,Try first,No,No,Yes,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Right,No,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Rent,Pessimist,Mom,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
1975,Female,"$100,001 - $150,000",Single (no kids),Doctoral Degree,Democrat,No,Yes,No,Yes,No,Yes,Private,Yes,Yes,Yes,Yes,Yes,Yes,No,Science,Study first,Yes,Yes,Yes,Yes,Giving,No,No,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,Yes,No,Talk,People,Yes,Yes,Yes,Yes,Yes,Demanding,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Own,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1985,Male,"$75,000 - $100,000",Domestic Partners (no kids),Current Undergraduate,Democrat,No,Yes,Yes,No,No,No,Public,No,Yes,No,No,No,Yes,No,Science,Try first,No,Yes,No,No,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,No,Yes,Circumstances,Yes,Yes,No,No,Yes,TMI,Yes,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
1996,Male,"under $25,000",Single (no kids),Current K-12,Republican,No,Yes,No,No,Yes,No,Private,No,No,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,No,No,Receiving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,Yes,TMI,No,Yes,Talk,People,Yes,Yes,No,Yes,No,Demanding,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,No,No,Yes,Yay people!,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No
1968,Male,"$75,000 - $100,000",Married (no kids),High School Diploma,Republican,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,Yes,No,No,Yes,Yes,TMI,No,Yes,Talk,People,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Nope,No,No,No,Yes,Yes,Yes,Only-child,No,No,Yes
1952,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,No,Yes,A.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,No,Yes,Mysterious,No,No,Talk,People,No,No,Yes,Yes,No,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Only-child,No,No,No
1972,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,No,No,No,Yes,No,Yes,Private,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,No,No,No,Yes,No,Mysterious,Yes,No,Tunes,People,No,Yes,Yes,No,No,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
1965,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,No,Science,Try first,No,No,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Me,Yes,Yes,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,No,Grrr people,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
1996,Male,"under $25,000",Single (no kids),Current K-12,Republican,No,No,No,No,Yes,Yes,Public,No,No,Yes,Yes,No,No,Yes,Science,Study first,Yes,No,No,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,No,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Rent,Optimist,Mom,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
1995,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,No,Yes,No,No,No,Yes,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Science,Study first,Yes,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,No,Yes,No,No,A.M.,No,End,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,Yes,Yes,Tunes,People,No,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1965,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,No,No,No,Yes,Yes,No,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,Right,Yes,Yes,Yes,Yes,P.M.,No,Start,No,No,Me,Yes,No,No,No,No,TMI,No,No,Talk,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,Online,Yes,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes
1973,Female,"$100,001 - $150,000",Married (w/kids),Current Undergraduate,Democrat,No,Yes,No,No,Yes,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,No,No,No,Giving,No,No,Idealist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,Yes,Yes,No,No,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,Yes,No,No
1959,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,Yes,No,No,Yes,Yes,No,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,Mysterious,No,Yes,Talk,Technology,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,No,Risk-friendly,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1974,Female,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,No,Yes,No,No,Yes,Yes,Public,Yes,No,No,Yes,No,No,No,Science,Try first,Yes,Yes,Yes,No,Receiving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,No,Yes,Yes,No,Yes,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Own,Pessimist,Dad,No,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1979,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,No,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,No,No,No,Yes,Art,Study first,Yes,No,No,No,Receiving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Own,Pessimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
1958,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,Yes,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,No,P.M.,No,End,No,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,No,Yes,Grrr people,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Rent,Pessimist,Mom,Yes,Yes,No,No,Nope,Yes,No,Yes,Yes,No,No,Yes,No,No,No
1993,Female,"under $25,000",Single (no kids),Current Undergraduate,Republican,Yes,Yes,No,No,Yes,No,Private,No,Yes,No,No,Yes,Yes,No,Science,Study first,Yes,Yes,No,Yes,Receiving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,Yes,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
1964,Female,"$50,000 - $74,999",Domestic Partners (no kids),High School Diploma,Democrat,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,No,Science,Study first,Yes,No,No,No,Giving,Yes,Yes,Idealist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,No,Yes,No,Yes,A.M.,Yes,Start,No,No,Circumstances,Yes,No,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,PC,No,Risk-friendly,Yes,Yes!,No,Socialize,No,Online,Yes,No,No,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,No
1952,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,Republican,No,No,No,No,No,Yes,Private,No,Yes,No,No,Yes,Yes,Yes,Art,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,No,Yes,Me,No,No,No,Yes,No,Mysterious,No,Yes,Talk,People,Yes,Yes,Yes,Yes,No,Demanding,No,PC,No,Cautious,Yes,Umm...,No,Space,No,Online,No,No,No,No,Grrr people,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Own,Pessimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
1955,Male,"$75,000 - $100,000",Married (w/kids),Current K-12,Republican,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,No,No,Receiving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,No,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,No,No,No,Yes,No,Mysterious,No,No,Talk,People,No,No,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Own,Optimist,Dad,Yes,No,No,Yes,Check!,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
1965,Female,"$50,000 - $74,999",Married (w/kids),High School Diploma,Republican,Yes,Yes,No,Yes,Yes,Yes,Public,Yes,No,No,No,No,No,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Hot headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,No,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Own,Optimist,Mom,Yes,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No
1960,Female,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,No,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1992,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,Yes,Yes,No,Yes,No,No,Private,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,Yes,No,No,Giving,No,Yes,Idealist,No,No,Hot headed,Standard hours,No,Right,No,No,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,No,TMI,Yes,No,Talk,People,No,No,No,Yes,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,No,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Own,Optimist,Mom,Yes,Yes,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,No,Yes
1987,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Democrat,No,No,No,Yes,Yes,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,No,Yes,Me,No,Yes,No,No,No,Mysterious,Yes,No,Talk,People,No,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,No,No,Yes,Grrr people,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Rent,Pessimist,Mom,No,Yes,Yes,No,Check!,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
1981,Male,"over $150,000",Married (w/kids),High School Diploma,Republican,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,No,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,No,Start,Yes,Yes,Me,No,No,No,No,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,No,Yes,No,Grrr people,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
1982,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,No,No,No,Yes,No,Yes,Private,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,Yes,No,A.M.,Yes,End,Yes,No,Circumstances,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Check!,No,No,No,No,Yes,No,Yes,Yes,No,No
1992,Male,"under $25,000",Single (no kids),Current K-12,Republican,Yes,No,No,No,Yes,Yes,Public,Yes,Yes,No,No,No,No,Yes,Science,Try first,No,No,Yes,No,Receiving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Right,No,No,No,No,P.M.,No,End,No,No,Me,No,Yes,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,No,Supportive,No,PC,No,Risk-friendly,No,Umm...,Yes,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Own,Pessimist,Dad,No,No,No,No,Nope,Yes,No,Yes,Yes,No,Yes,Only-child,Yes,No,Yes
1967,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,Yes,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Art,Study first,No,No,Yes,No,Receiving,Yes,Yes,Idealist,Yes,No,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,TMI,Yes,Yes,Talk,People,Yes,No,Yes,Yes,No,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,Yes,No,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1986,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Republican,No,No,Yes,No,Yes,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Study first,No,No,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,No,No,TMI,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Yay people!,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Rent,Optimist,Mom,No,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1978,Male,"under $25,000",Single (no kids),High School Diploma,Democrat,No,No,No,No,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,Yes,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Rent,Pessimist,Mom,No,No,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1990,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,Yes,No,Private,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,Yes,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,No,No,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,No,Risk-friendly,Yes,Yes!,Yes,Socialize,Yes,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Rent,Pessimist,Mom,Yes,Yes,No,Yes,Check!,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
1982,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Try first,No,Yes,No,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Right,No,No,No,Yes,P.M.,No,End,Yes,No,Me,No,No,Yes,No,No,Mysterious,Yes,Yes,Talk,People,Yes,Yes,No,No,Yes,Supportive,Yes,PC,Yes,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1965,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,No,Yes,Private,Yes,Yes,No,No,No,No,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,TMI,No,Yes,Talk,Technology,No,Yes,No,Yes,Yes,Demanding,No,Mac,Yes,Cautious,Yes,Yes!,No,Socialize,No,Online,No,Yes,No,Yes,Grrr people,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,No,No,No,Yes,No,No,Yes,No,No,No
1989,Female,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Study first,No,No,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,No,No,No,No,No,TMI,No,No,Tunes,Technology,No,Yes,No,Yes,Yes,Supportive,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
1972,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,No,Science,Study first,No,No,No,No,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,No,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Demanding,Yes,Mac,No,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1994,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Democrat,No,Yes,No,No,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Try first,No,Yes,Yes,No,Receiving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Me,No,No,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,No,Yes,No,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,No,Yes,Grrr people,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Mom,No,No,No,No,Nope,Yes,No,No,No,Yes,No,Yes,No,No,No
